defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,year
5800,35,Functional,2021-04-27,Component,Minor,Visual Inspection,20.83,2024
5801,19,Structural,2021-04-27,Internal,Minor,Visual Inspection,503.24,2024
5802,27,Cosmetic,2021-04-27,Internal,Critical,Manual Testing,917.24,2024
5803,92,Structural,2021-04-27,Component,Critical,Automated Testing,170.44,2024
5804,51,Functional,2021-04-27,Component,Critical,Manual Testing,989.81,2024
5805,10,Structural,2021-04-27,Internal,Critical,Manual Testing,478.75,2024
5806,91,Cosmetic,2021-04-27,Surface,Moderate,Automated Testing,230.68,2024
5807,14,Cosmetic,2021-04-27,Surface,Minor,Visual Inspection,398.17,2024
5808,17,Functional,2021-04-27,Component,Minor,Manual Testing,729.55,2024
5809,4,Cosmetic,2021-04-27,Surface,Moderate,Visual Inspection,577.2,2024
5810,45,Functional,2021-04-27,Surface,Moderate,Automated Testing,930.11,2024
5811,39,Structural,2021-04-27,Internal,Critical,Visual Inspection,210.03,2024
5812,89,Functional,2021-04-27,Internal,Critical,Automated Testing,90.11,2024
5813,14,Cosmetic,2021-04-27,Surface,Critical,Visual Inspection,241.61,2024
5814,58,Functional,2021-04-27,Component,Critical,Manual Testing,702.09,2024
5815,48,Functional,2021-04-28,Internal,Minor,Visual Inspection,963.03,2024
5816,17,Functional,2021-04-28,Component,Minor,Manual Testing,677.64,2024
5817,49,Functional,2021-04-28,Component,Moderate,Automated Testing,992.76,2024
5818,21,Structural,2021-04-28,Component,Minor,Visual Inspection,619.02,2024
5819,15,Structural,2021-04-28,Component,Critical,Visual Inspection,560.39,2024
5820,79,Structural,2021-04-28,Component,Minor,Manual Testing,381.12,2024
5821,5,Structural,2021-04-28,Component,Critical,Manual Testing,164.56,2024
5822,75,Cosmetic,2021-04-28,Component,Minor,Visual Inspection,419.58,2024
5823,53,Cosmetic,2021-04-28,Component,Moderate,Automated Testing,252.11,2024
5824,82,Functional,2021-04-28,Component,Critical,Visual Inspection,858.99,2024
5825,12,Structural,2021-04-28,Internal,Minor,Visual Inspection,577.64,2024
5826,48,Structural,2021-04-28,Component,Moderate,Visual Inspection,436.9,2024
5827,92,Functional,2021-05-01,Surface,Moderate,Manual Testing,573.22,2024
5828,42,Structural,2021-05-01,Component,Minor,Visual Inspection,663.53,2024
5829,35,Cosmetic,2021-05-01,Surface,Minor,Manual Testing,917.26,2024
5830,77,Functional,2021-05-01,Internal,Moderate,Manual Testing,617.24,2024
5831,10,Functional,2021-05-01,Internal,Critical,Automated Testing,444.47,2024
5832,14,Functional,2021-05-01,Internal,Moderate,Visual Inspection,517.63,2024
5833,90,Functional,2021-05-01,Surface,Moderate,Manual Testing,15.1,2024
5834,61,Functional,2021-05-01,Component,Minor,Visual Inspection,694.29,2024
5835,38,Structural,2021-05-01,Internal,Minor,Manual Testing,651.35,2024
5836,60,Structural,2021-05-01,Component,Minor,Manual Testing,709.87,2024
5837,53,Cosmetic,2021-05-01,Component,Moderate,Automated Testing,252.11,2024
5838,26,Cosmetic,2021-05-01,Internal,Minor,Visual Inspection,694.09,2024
5839,60,Structural,2021-05-01,Component,Minor,Automated Testing,478.44,2024
5840,5,Cosmetic,2021-05-01,Internal,Minor,Automated Testing,185.0,2024
5841,64,Cosmetic,2021-05-01,Surface,Moderate,Visual Inspection,677.65,2024
5842,83,Cosmetic,2021-05-02,Internal,Moderate,Automated Testing,150.16,2024
5843,35,Structural,2021-05-02,Internal,Minor,Automated Testing,319.58,2024
5844,46,Structural,2021-05-02,Component,Moderate,Visual Inspection,71.86,2024
5845,38,Cosmetic,2021-05-02,Surface,Critical,Manual Testing,141.43,2024
5846,49,Cosmetic,2021-05-02,Surface,Minor,Visual Inspection,369.83,2024
5847,92,Cosmetic,2021-05-02,Surface,Critical,Visual Inspection,370.83,2024
5848,75,Cosmetic,2021-05-02,Internal,Moderate,Visual Inspection,917.3,2024
5849,45,Structural,2021-05-02,Component,Critical,Visual Inspection,824.28,2024
5850,23,Structural,2021-05-02,Surface,Critical,Automated Testing,534.79,2024
5851,16,Cosmetic,2021-05-02,Internal,Critical,Automated Testing,519.15,2024
5852,22,Functional,2021-05-02,Internal,Critical,Manual Testing,996.6,2024
5853,13,Cosmetic,2021-05-02,Internal,Critical,Visual Inspection,280.77,2024
5854,69,Structural,2021-05-02,Surface,Critical,Visual Inspection,712.98,2024
5855,46,Structural,2021-05-02,Internal,Moderate,Visual Inspection,927.75,2024
5856,41,Structural,2021-05-02,Surface,Moderate,Visual Inspection,575.15,2024
5857,12,Cosmetic,2021-05-03,Internal,Critical,Visual Inspection,944.63,2024
5858,32,Cosmetic,2021-05-03,Component,Critical,Visual Inspection,515.94,2024
5859,56,Functional,2021-05-03,Internal,Minor,Manual Testing,595.9,2024
5860,39,Structural,2021-05-03,Internal,Critical,Visual Inspection,210.03,2024
5861,63,Structural,2021-05-03,Surface,Minor,Manual Testing,478.6,2024
5862,61,Functional,2021-05-03,Internal,Critical,Visual Inspection,268.08,2024
5863,1,Functional,2021-05-03,Surface,Critical,Visual Inspection,404.22,2024
5864,88,Structural,2021-05-03,Component,Minor,Visual Inspection,153.25,2024
5865,6,Functional,2021-05-03,Internal,Critical,Visual Inspection,533.14,2024
5866,46,Structural,2021-05-03,Surface,Moderate,Visual Inspection,485.1,2024
5867,21,Functional,2021-05-03,Internal,Moderate,Visual Inspection,584.9,2024
5868,46,Structural,2021-05-04,Component,Moderate,Visual Inspection,71.86,2024
5869,61,Functional,2021-05-04,Component,Minor,Visual Inspection,694.29,2024
5870,8,Cosmetic,2021-05-04,Component,Moderate,Manual Testing,178.3,2024
5871,45,Structural,2021-05-04,Component,Minor,Automated Testing,838.89,2024
5872,77,Functional,2021-05-04,Surface,Minor,Automated Testing,906.96,2024
5873,86,Structural,2021-05-04,Internal,Moderate,Automated Testing,205.19,2024
5874,36,Structural,2021-05-04,Surface,Moderate,Manual Testing,824.3,2024
5875,41,Structural,2021-05-05,Component,Moderate,Visual Inspection,312.25,2024
5876,96,Functional,2021-05-05,Component,Minor,Visual Inspection,471.43,2024
5877,22,Structural,2021-05-05,Component,Minor,Manual Testing,269.04,2024
5878,13,Functional,2021-05-05,Internal,Critical,Automated Testing,769.34,2024
5879,36,Functional,2021-05-05,Surface,Minor,Manual Testing,37.44,2024
5880,5,Cosmetic,2021-05-05,Surface,Moderate,Visual Inspection,636.39,2024
5881,43,Cosmetic,2021-05-05,Component,Moderate,Visual Inspection,523.02,2024
5882,83,Structural,2021-05-05,Internal,Moderate,Automated Testing,800.76,2024
5883,83,Structural,2021-05-06,Internal,Moderate,Automated Testing,800.76,2024
5884,7,Structural,2021-05-06,Internal,Critical,Visual Inspection,132.46,2024
5885,99,Functional,2021-05-06,Internal,Minor,Manual Testing,948.05,2024
5886,13,Functional,2021-05-06,Component,Critical,Automated Testing,663.49,2024
5887,93,Structural,2021-05-06,Component,Moderate,Manual Testing,658.16,2024
5888,73,Functional,2021-05-06,Surface,Moderate,Visual Inspection,64.74,2024
5889,17,Structural,2021-05-06,Component,Critical,Automated Testing,824.37,2024
5890,24,Functional,2021-05-06,Component,Minor,Automated Testing,285.85,2024
5891,48,Structural,2021-05-06,Internal,Critical,Manual Testing,422.77,2024
5892,9,Cosmetic,2021-05-06,Component,Moderate,Visual Inspection,611.8,2024
5893,52,Structural,2021-05-06,Surface,Critical,Manual Testing,337.5,2024
5894,62,Cosmetic,2021-05-06,Surface,Minor,Manual Testing,267.64,2024
5895,20,Cosmetic,2021-05-06,Internal,Minor,Manual Testing,908.53,2024
5896,80,Functional,2021-05-07,Component,Critical,Manual Testing,641.58,2024
5897,15,Functional,2021-05-07,Internal,Minor,Visual Inspection,662.35,2024
5898,79,Functional,2021-05-07,Component,Moderate,Visual Inspection,878.64,2024
5899,29,Functional,2021-05-07,Internal,Minor,Manual Testing,355.6,2024
5900,35,Functional,2021-05-07,Internal,Critical,Automated Testing,790.76,2024
5901,26,Functional,2021-05-07,Internal,Minor,Automated Testing,892.85,2024
5902,91,Cosmetic,2021-05-08,Surface,Moderate,Automated Testing,230.68,2024
5903,78,Cosmetic,2021-05-08,Component,Critical,Manual Testing,612.25,2024
5904,6,Structural,2021-05-08,Surface,Minor,Visual Inspection,504.9,2024
5905,77,Cosmetic,2021-05-08,Surface,Moderate,Visual Inspection,206.92,2024
5906,26,Cosmetic,2021-05-08,Internal,Minor,Visual Inspection,694.09,2024
5907,10,Functional,2021-05-08,Surface,Minor,Automated Testing,698.89,2024
5908,56,Cosmetic,2021-05-08,Component,Minor,Automated Testing,615.43,2024
5909,45,Structural,2021-05-08,Internal,Minor,Visual Inspection,375.28,2024
5910,9,Functional,2021-05-08,Component,Critical,Visual Inspection,776.54,2024
5911,31,Cosmetic,2021-05-08,Surface,Moderate,Visual Inspection,490.53,2024
5912,56,Functional,2021-05-09,Component,Moderate,Manual Testing,614.11,2024
5913,42,Structural,2021-05-09,Surface,Minor,Manual Testing,520.21,2024
5914,90,Structural,2021-05-09,Surface,Minor,Manual Testing,290.23,2024
5915,72,Structural,2021-05-09,Internal,Minor,Automated Testing,557.57,2024
5916,96,Cosmetic,2021-05-09,Component,Minor,Manual Testing,904.55,2024
5917,83,Structural,2021-05-09,Internal,Minor,Automated Testing,866.14,2024
5918,48,Structural,2021-05-09,Internal,Critical,Manual Testing,422.77,2024
5919,86,Structural,2021-05-09,Internal,Moderate,Visual Inspection,88.05,2024
5920,45,Cosmetic,2021-05-09,Component,Critical,Manual Testing,576.07,2024
5921,97,Cosmetic,2021-05-10,Internal,Moderate,Visual Inspection,862.7,2024
5922,50,Structural,2021-05-10,Component,Moderate,Manual Testing,699.69,2024
5923,40,Functional,2021-05-10,Internal,Minor,Automated Testing,49.2,2024
5924,70,Structural,2021-05-10,Surface,Minor,Manual Testing,159.25,2024
5925,54,Functional,2021-05-10,Internal,Moderate,Automated Testing,789.51,2024
5926,77,Cosmetic,2021-05-10,Internal,Minor,Manual Testing,336.75,2024
5927,57,Functional,2021-05-10,Surface,Moderate,Manual Testing,798.16,2024
5928,87,Cosmetic,2021-05-10,Surface,Critical,Manual Testing,974.99,2024
5929,77,Cosmetic,2021-05-10,Surface,Moderate,Visual Inspection,206.92,2024
5930,75,Functional,2021-05-10,Surface,Minor,Automated Testing,669.62,2024
5931,81,Structural,2021-05-10,Surface,Minor,Automated Testing,471.55,2024
5932,39,Structural,2021-05-10,Internal,Critical,Visual Inspection,210.03,2024
5933,92,Structural,2021-05-10,Surface,Minor,Visual Inspection,411.9,2024
5934,43,Functional,2021-05-10,Internal,Critical,Visual Inspection,546.42,2024
5935,31,Cosmetic,2021-05-10,Component,Critical,Visual Inspection,59.04,2024
5936,27,Structural,2021-05-10,Component,Moderate,Visual Inspection,438.54,2024
5937,97,Functional,2021-05-11,Component,Critical,Automated Testing,904.32,2024
5938,90,Functional,2021-05-11,Surface,Moderate,Manual Testing,400.31,2024
5939,47,Functional,2021-05-11,Surface,Moderate,Visual Inspection,873.58,2024
5940,74,Cosmetic,2021-05-11,Component,Critical,Manual Testing,189.55,2024
5941,18,Structural,2021-05-11,Component,Minor,Manual Testing,65.23,2024
5942,60,Structural,2021-05-11,Surface,Critical,Automated Testing,743.44,2024
5943,80,Cosmetic,2021-05-11,Surface,Critical,Manual Testing,13.03,2024
5944,10,Structural,2021-05-11,Component,Moderate,Visual Inspection,862.64,2024
5945,15,Functional,2021-05-11,Internal,Minor,Visual Inspection,662.35,2024
5946,37,Cosmetic,2021-05-11,Surface,Critical,Automated Testing,433.02,2024
5947,12,Cosmetic,2021-05-11,Internal,Moderate,Automated Testing,765.19,2024
5948,73,Functional,2021-05-11,Surface,Moderate,Visual Inspection,64.74,2024
5949,42,Functional,2021-05-11,Surface,Minor,Manual Testing,235.97,2024
5950,42,Structural,2021-05-11,Surface,Minor,Manual Testing,520.21,2024
5951,47,Cosmetic,2021-05-11,Component,Minor,Manual Testing,471.27,2024
5952,77,Cosmetic,2021-05-11,Surface,Moderate,Visual Inspection,206.92,2024
5953,86,Structural,2021-05-12,Surface,Moderate,Manual Testing,379.78,2024
5954,20,Structural,2021-05-12,Internal,Minor,Visual Inspection,608.64,2024
5955,43,Functional,2021-05-12,Internal,Critical,Visual Inspection,546.42,2024
5956,82,Functional,2021-05-12,Component,Minor,Visual Inspection,62.7,2024
5957,6,Structural,2021-05-12,Surface,Minor,Visual Inspection,504.9,2024
5958,51,Functional,2021-05-12,Component,Critical,Manual Testing,989.81,2024
5959,59,Functional,2021-05-12,Surface,Minor,Automated Testing,478.17,2024
5960,90,Structural,2021-05-12,Component,Minor,Manual Testing,50.38,2024
5961,24,Structural,2021-05-12,Component,Moderate,Manual Testing,56.12,2024
5962,63,Structural,2021-05-12,Surface,Minor,Automated Testing,896.04,2024
5963,92,Structural,2021-05-13,Internal,Moderate,Automated Testing,255.47,2024
5964,27,Cosmetic,2021-05-13,Internal,Minor,Manual Testing,921.78,2024
5965,27,Cosmetic,2021-05-13,Internal,Critical,Manual Testing,40.8,2024
5966,50,Cosmetic,2021-05-13,Component,Moderate,Automated Testing,438.29,2024
5967,96,Functional,2021-05-13,Surface,Critical,Visual Inspection,465.74,2024
5968,56,Cosmetic,2021-05-13,Surface,Minor,Visual Inspection,357.56,2024
5969,77,Functional,2021-05-13,Component,Minor,Manual Testing,363.84,2024
5970,21,Structural,2021-05-14,Component,Critical,Manual Testing,540.92,2024
5971,14,Structural,2021-05-14,Surface,Critical,Visual Inspection,517.41,2024
5972,44,Cosmetic,2021-05-14,Component,Moderate,Manual Testing,97.53,2024
5973,23,Structural,2021-05-14,Surface,Moderate,Automated Testing,704.06,2024
5974,46,Functional,2021-05-14,Surface,Critical,Automated Testing,789.92,2024
5975,28,Cosmetic,2021-05-14,Surface,Minor,Manual Testing,561.27,2024
5976,60,Structural,2021-05-14,Surface,Critical,Automated Testing,743.44,2024
5977,28,Cosmetic,2021-05-14,Component,Critical,Manual Testing,219.71,2024
5978,6,Functional,2021-05-14,Component,Minor,Visual Inspection,26.87,2024
5979,49,Functional,2021-05-14,Surface,Critical,Automated Testing,144.38,2024
5980,17,Cosmetic,2021-05-14,Component,Critical,Automated Testing,729.83,2024
5981,10,Cosmetic,2021-05-14,Internal,Minor,Visual Inspection,51.79,2024
5982,4,Functional,2021-05-14,Internal,Critical,Manual Testing,470.43,2024
5983,68,Cosmetic,2021-05-15,Surface,Minor,Manual Testing,302.22,2024
5984,19,Functional,2021-05-15,Component,Moderate,Manual Testing,444.31,2024
5985,12,Structural,2021-05-15,Surface,Moderate,Automated Testing,497.38,2024
5986,93,Functional,2021-05-15,Component,Moderate,Automated Testing,286.28,2024
5987,17,Functional,2021-05-15,Surface,Minor,Manual Testing,243.25,2024
5988,78,Structural,2021-05-15,Surface,Critical,Visual Inspection,608.46,2024
5989,63,Structural,2021-05-15,Surface,Minor,Automated Testing,896.04,2024
5990,83,Structural,2021-05-15,Surface,Critical,Manual Testing,237.65,2024
5991,79,Structural,2021-05-15,Internal,Critical,Automated Testing,671.22,2024
5992,75,Cosmetic,2021-05-15,Internal,Minor,Manual Testing,843.66,2024
5993,17,Structural,2021-05-15,Component,Critical,Automated Testing,824.37,2024
5994,90,Structural,2021-05-15,Surface,Minor,Manual Testing,290.23,2024
5995,60,Structural,2021-05-16,Component,Critical,Visual Inspection,675.89,2024
5996,84,Cosmetic,2021-05-16,Internal,Minor,Manual Testing,147.94,2024
5997,98,Cosmetic,2021-05-16,Surface,Critical,Manual Testing,513.45,2024
5998,50,Structural,2021-05-16,Component,Moderate,Manual Testing,699.69,2024
5999,52,Functional,2021-05-16,Component,Critical,Automated Testing,664.52,2024
6000,96,Functional,2021-05-16,Component,Minor,Visual Inspection,471.43,2024
6001,59,Structural,2021-05-16,Surface,Critical,Manual Testing,992.01,2024
6002,73,Cosmetic,2021-05-16,Internal,Moderate,Automated Testing,800.91,2024
6003,58,Cosmetic,2021-05-16,Internal,Minor,Automated Testing,52.03,2024
6004,25,Structural,2021-05-16,Surface,Moderate,Visual Inspection,734.12,2024
6005,93,Structural,2021-05-17,Component,Minor,Visual Inspection,624.75,2024
6006,79,Structural,2021-05-17,Internal,Critical,Visual Inspection,973.66,2024
6007,83,Structural,2021-05-17,Component,Critical,Automated Testing,97.57,2024
6008,62,Functional,2021-05-17,Internal,Critical,Manual Testing,655.02,2024
6009,4,Functional,2021-05-17,Component,Minor,Automated Testing,644.51,2024
6010,97,Structural,2021-05-17,Surface,Critical,Visual Inspection,345.34,2024
6011,90,Cosmetic,2021-05-17,Component,Minor,Visual Inspection,833.94,2024
6012,79,Functional,2021-05-17,Component,Moderate,Visual Inspection,878.64,2024
6013,84,Structural,2021-05-18,Internal,Minor,Automated Testing,835.81,2024
6014,94,Functional,2021-05-18,Internal,Minor,Visual Inspection,575.47,2024
6015,38,Cosmetic,2021-05-18,Surface,Critical,Manual Testing,141.43,2024
6016,66,Cosmetic,2021-05-18,Surface,Moderate,Visual Inspection,108.7,2024
6017,100,Functional,2021-05-18,Internal,Moderate,Manual Testing,620.66,2024
6018,1,Structural,2021-05-18,Surface,Critical,Automated Testing,564.46,2024
6019,48,Cosmetic,2021-05-18,Internal,Moderate,Visual Inspection,67.49,2024
6020,95,Cosmetic,2021-05-18,Component,Minor,Visual Inspection,658.47,2024
6021,76,Cosmetic,2021-05-18,Surface,Minor,Visual Inspection,996.49,2024
6022,59,Cosmetic,2021-05-18,Internal,Critical,Automated Testing,15.96,2024
6023,79,Functional,2021-05-19,Component,Minor,Automated Testing,711.6,2024
6024,85,Cosmetic,2021-05-19,Internal,Minor,Automated Testing,18.42,2024
6025,59,Structural,2021-05-19,Surface,Critical,Manual Testing,992.01,2024
6026,74,Functional,2021-05-19,Surface,Moderate,Manual Testing,900.61,2024
6027,49,Functional,2021-05-19,Surface,Moderate,Manual Testing,960.15,2024
6028,80,Functional,2021-05-19,Internal,Moderate,Manual Testing,80.0,2024
6029,90,Cosmetic,2021-05-19,Component,Minor,Visual Inspection,833.94,2024
6030,50,Structural,2021-05-19,Component,Moderate,Manual Testing,699.69,2024
6031,76,Structural,2021-05-19,Internal,Critical,Automated Testing,576.28,2024
6032,7,Structural,2021-05-19,Surface,Moderate,Visual Inspection,75.06,2024
6033,60,Structural,2021-05-20,Component,Critical,Visual Inspection,675.89,2024
6034,62,Cosmetic,2021-05-20,Surface,Minor,Manual Testing,267.64,2024
6035,45,Cosmetic,2021-05-20,Component,Critical,Manual Testing,576.07,2024
6036,58,Functional,2021-05-20,Surface,Moderate,Visual Inspection,895.11,2024
6037,56,Functional,2021-05-20,Internal,Minor,Manual Testing,595.9,2024
6038,47,Functional,2021-05-20,Internal,Critical,Visual Inspection,899.07,2024
6039,88,Functional,2021-05-20,Component,Moderate,Visual Inspection,834.57,2024
6040,17,Structural,2021-05-20,Component,Critical,Manual Testing,274.09,2024
6041,4,Cosmetic,2021-05-20,Surface,Moderate,Visual Inspection,91.9,2024
6042,94,Structural,2021-05-20,Surface,Moderate,Automated Testing,129.41,2024
6043,9,Functional,2021-05-20,Internal,Critical,Visual Inspection,161.41,2024
6044,82,Functional,2021-05-21,Component,Minor,Visual Inspection,62.7,2024
6045,51,Structural,2021-05-21,Surface,Critical,Manual Testing,271.18,2024
6046,24,Structural,2021-05-21,Component,Minor,Automated Testing,779.02,2024
6047,44,Structural,2021-05-21,Internal,Moderate,Automated Testing,320.62,2024
6048,79,Functional,2021-05-21,Component,Moderate,Visual Inspection,111.39,2024
6049,83,Structural,2021-05-21,Internal,Minor,Automated Testing,866.14,2024
6050,97,Cosmetic,2021-05-21,Surface,Critical,Automated Testing,503.25,2024
6051,92,Structural,2021-05-21,Internal,Moderate,Visual Inspection,523.61,2024
6052,47,Structural,2021-05-21,Internal,Moderate,Manual Testing,117.74,2024
6053,50,Cosmetic,2021-05-21,Component,Moderate,Automated Testing,438.29,2024
6054,27,Cosmetic,2021-05-21,Component,Minor,Visual Inspection,563.94,2024
6055,26,Structural,2021-05-21,Component,Minor,Visual Inspection,564.82,2024
6056,8,Structural,2021-05-21,Internal,Moderate,Visual Inspection,410.72,2024
6057,50,Structural,2021-05-21,Component,Moderate,Manual Testing,699.69,2024
6058,14,Structural,2021-05-21,Surface,Critical,Automated Testing,859.52,2024
6059,27,Cosmetic,2021-05-21,Internal,Minor,Manual Testing,921.78,2024
6060,17,Structural,2021-05-21,Component,Critical,Manual Testing,274.09,2024
6061,64,Cosmetic,2021-05-22,Surface,Moderate,Visual Inspection,677.65,2024
6062,70,Structural,2021-05-22,Component,Minor,Manual Testing,368.94,2024
6063,99,Functional,2021-05-22,Internal,Minor,Manual Testing,948.05,2024
6064,23,Structural,2021-05-22,Surface,Moderate,Automated Testing,704.06,2024
6065,23,Structural,2021-05-22,Surface,Minor,Manual Testing,875.37,2024
6066,29,Structural,2021-05-22,Surface,Minor,Visual Inspection,21.77,2024
6067,97,Cosmetic,2021-05-22,Surface,Minor,Manual Testing,326.19,2024
6068,4,Cosmetic,2021-05-22,Surface,Moderate,Visual Inspection,91.9,2024
6069,59,Functional,2021-05-23,Internal,Minor,Manual Testing,16.62,2024
6070,85,Cosmetic,2021-05-23,Internal,Critical,Manual Testing,33.68,2024
6071,70,Structural,2021-05-23,Surface,Minor,Manual Testing,159.25,2024
6072,51,Structural,2021-05-23,Surface,Critical,Manual Testing,271.18,2024
6073,31,Structural,2021-05-23,Surface,Minor,Automated Testing,189.23,2024
6074,46,Structural,2021-05-23,Surface,Critical,Visual Inspection,160.08,2024
6075,76,Cosmetic,2021-05-23,Surface,Minor,Visual Inspection,996.49,2024
6076,43,Cosmetic,2021-05-23,Component,Minor,Visual Inspection,878.23,2024
6077,91,Cosmetic,2021-05-23,Surface,Moderate,Automated Testing,230.68,2024
6078,11,Cosmetic,2021-05-23,Component,Critical,Visual Inspection,398.32,2024
6079,17,Functional,2021-05-23,Internal,Minor,Visual Inspection,865.96,2024
6080,44,Structural,2021-05-24,Internal,Minor,Automated Testing,624.98,2024
6081,68,Cosmetic,2021-05-24,Internal,Critical,Manual Testing,607.96,2024
6082,63,Structural,2021-05-24,Surface,Critical,Automated Testing,17.89,2024
6083,78,Structural,2021-05-24,Surface,Critical,Visual Inspection,608.46,2024
6084,88,Functional,2021-05-24,Surface,Minor,Automated Testing,450.31,2024
6085,17,Functional,2021-05-24,Internal,Moderate,Visual Inspection,788.11,2024
6086,81,Structural,2021-05-24,Surface,Minor,Automated Testing,471.55,2024
6087,85,Cosmetic,2021-05-24,Internal,Minor,Automated Testing,18.42,2024
6088,28,Functional,2021-05-24,Component,Critical,Automated Testing,842.93,2024
6089,44,Structural,2021-05-24,Internal,Minor,Automated Testing,630.5,2024
6090,30,Functional,2021-05-24,Component,Minor,Visual Inspection,728.39,2024
6091,10,Structural,2021-05-24,Surface,Critical,Manual Testing,342.61,2024
6092,70,Structural,2021-05-25,Surface,Minor,Manual Testing,159.25,2024
6093,43,Functional,2021-05-25,Surface,Critical,Manual Testing,962.48,2024
6094,56,Cosmetic,2021-05-25,Surface,Moderate,Automated Testing,389.21,2024
6095,87,Functional,2021-05-25,Internal,Minor,Automated Testing,46.43,2024
6096,49,Functional,2021-05-25,Component,Moderate,Automated Testing,992.76,2024
6097,45,Functional,2021-05-25,Component,Minor,Visual Inspection,515.07,2024
6098,55,Functional,2021-05-25,Component,Minor,Manual Testing,246.83,2024
6099,66,Structural,2021-05-25,Component,Minor,Visual Inspection,668.05,2024
6100,13,Cosmetic,2021-05-25,Surface,Moderate,Manual Testing,629.71,2024
6101,93,Functional,2021-05-25,Component,Moderate,Automated Testing,286.28,2024
6102,95,Functional,2021-05-25,Component,Moderate,Automated Testing,319.06,2024
6103,1,Structural,2021-05-25,Surface,Critical,Automated Testing,564.46,2024
6104,97,Functional,2021-05-26,Component,Minor,Manual Testing,195.74,2024
6105,34,Cosmetic,2021-05-26,Surface,Minor,Manual Testing,18.61,2024
6106,2,Cosmetic,2021-05-26,Surface,Minor,Automated Testing,830.89,2024
6107,86,Structural,2021-05-26,Component,Minor,Manual Testing,485.02,2024
6108,53,Cosmetic,2021-05-26,Component,Moderate,Automated Testing,252.11,2024
6109,17,Functional,2021-05-26,Surface,Critical,Visual Inspection,106.34,2024
6110,32,Structural,2021-05-26,Internal,Minor,Automated Testing,883.92,2024
6111,47,Functional,2021-05-26,Internal,Critical,Visual Inspection,899.07,2024
6112,80,Functional,2021-05-26,Internal,Minor,Manual Testing,67.82,2024
6113,11,Structural,2021-05-26,Component,Critical,Manual Testing,556.05,2024
6114,4,Cosmetic,2021-05-26,Surface,Moderate,Visual Inspection,577.2,2024
6115,60,Cosmetic,2021-05-26,Surface,Moderate,Visual Inspection,775.91,2024
6116,27,Structural,2021-05-27,Component,Moderate,Visual Inspection,438.54,2024
6117,27,Cosmetic,2021-05-27,Internal,Minor,Manual Testing,921.78,2024
6118,97,Structural,2021-05-27,Internal,Critical,Manual Testing,617.35,2024
6119,44,Structural,2021-05-27,Internal,Minor,Automated Testing,630.5,2024
6120,86,Structural,2021-05-27,Component,Minor,Manual Testing,485.02,2024
6121,50,Functional,2021-05-27,Component,Critical,Automated Testing,151.43,2024
6122,34,Functional,2021-05-27,Internal,Minor,Manual Testing,272.53,2024
6123,51,Structural,2021-05-27,Surface,Critical,Automated Testing,915.73,2024
6124,42,Structural,2021-05-27,Surface,Minor,Manual Testing,520.21,2024
6125,44,Cosmetic,2021-05-27,Component,Moderate,Manual Testing,552.0,2024
6126,71,Cosmetic,2021-05-28,Surface,Critical,Automated Testing,999.25,2024
6127,43,Functional,2021-05-28,Component,Moderate,Automated Testing,368.54,2024
6128,49,Cosmetic,2021-05-28,Surface,Minor,Visual Inspection,369.83,2024
6129,22,Functional,2021-05-28,Surface,Critical,Manual Testing,929.05,2024
6130,100,Functional,2021-05-28,Surface,Moderate,Manual Testing,617.36,2024
6131,63,Structural,2021-05-28,Surface,Minor,Manual Testing,478.6,2024
6132,74,Functional,2021-05-28,Surface,Moderate,Manual Testing,900.61,2024
6133,76,Structural,2021-05-28,Component,Moderate,Automated Testing,56.35,2024
6134,1,Cosmetic,2021-05-28,Component,Critical,Automated Testing,940.9,2024
6135,92,Functional,2021-05-28,Surface,Moderate,Manual Testing,573.22,2024
6136,96,Functional,2021-05-28,Internal,Minor,Manual Testing,446.61,2024
6137,72,Structural,2021-05-28,Internal,Minor,Automated Testing,557.57,2024
6138,66,Cosmetic,2021-05-28,Surface,Critical,Automated Testing,689.42,2024
6139,1,Cosmetic,2021-05-28,Component,Minor,Visual Inspection,963.4,2024
6140,100,Functional,2021-05-28,Surface,Moderate,Manual Testing,617.36,2024
6141,27,Structural,2021-05-28,Surface,Minor,Automated Testing,704.44,2024
6142,28,Functional,2021-05-28,Internal,Critical,Manual Testing,34.93,2024
6143,79,Cosmetic,2021-05-28,Internal,Minor,Manual Testing,657.81,2024
6144,49,Functional,2021-06-01,Component,Critical,Visual Inspection,975.5,2024
6145,15,Functional,2021-06-01,Component,Moderate,Visual Inspection,487.41,2024
6146,29,Structural,2021-06-01,Internal,Critical,Automated Testing,396.58,2024
6147,74,Cosmetic,2021-06-01,Surface,Moderate,Manual Testing,352.05,2024
6148,58,Structural,2021-06-01,Surface,Critical,Manual Testing,753.89,2024
6149,56,Structural,2021-06-01,Internal,Moderate,Automated Testing,87.28,2024
6150,65,Cosmetic,2021-06-01,Component,Critical,Manual Testing,895.77,2024
6151,27,Structural,2021-06-01,Surface,Minor,Automated Testing,704.44,2024
6152,55,Functional,2021-06-01,Surface,Critical,Manual Testing,753.6,2024
6153,13,Functional,2021-06-01,Component,Critical,Automated Testing,663.49,2024
6154,24,Structural,2021-06-01,Surface,Minor,Visual Inspection,456.8,2024
6155,47,Functional,2021-06-01,Surface,Critical,Visual Inspection,416.2,2024
